,Sentence,Emotion
19792,민희야..너 왜이러니..,슬픔
19793,애기들이 무슨 죄냐고...,슬픔
19794,안중근 같은 역사적 주요 인물 모르는 애랑 사겨주느라 고생한다 지코ㅠㅠㅠㅠ,슬픔
19795,추월차선이랑 중앙분리대 너무 가까워 ㅠ,슬픔
19796,2NE1처럼 명곡 수도없이 많이 내놓은 그룹도 결국 해체됐다는 사실을 받아들이기 힘들다...,슬픔
19797,마음아프다..ㅠ 삼가고인의 명복을 빕니다,슬픔
19798,고젯ㅠㅠㅠㅠㅠ그리울거예오,슬픔
19799,"외로움을 달래줄 애견이 필요했는데, 정작 잔인하게 사육된 강아지... ㅎㄷㄷ",슬픔
19800,뮤리뉴가 가짜였어. . .,슬픔
19801,아.. 이럴 수가 있나... 진짜... 아까운 분이 떠나셨다,슬픔
19802,맞지 않는게.아니고 니가 실력이 없어서 못 맞추는 것이지,슬픔
19803,살아가는데 의미없다...,슬픔
19804,당신은 아무리 보아도 아닙니다.,슬픔
19805,노력이란 노력은 다하고 된건데 한순간에 물거품이되버렷네 ....,슬픔
19806,아 정말 눈물이 나네요 ㅜㅜ,슬픔
19807,맨발이 넘 마음아파요,슬픔
19808,어미 잘못 만나서 인조보형물 모유 먹은 아기가 불쌍하다.,슬픔
19809,미세먼지때문에 태풍이 기다려지는 현실,슬픔
19810,농민들이 제일 불쌍허다...,슬픔
19811,오늘 나만모르는 마지막회였던거야?ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,슬픔
19812,그라운드에서 본 지 체 1년도 안지났는데 마치 엇그제도 KT라인업에 이름 당당히 올리던 선수 친숙했던 마르테가 이렇게 갑자기 떠날줄이야... 고인의 명복을빕니다..,슬픔
19813,쓰레기봉투 값 올랐음. ㅠㅠ 작년에 쫌 사놨어야 했는데..월급만 빼고 다 오르네 ㅠㅠ,슬픔
19814,절라도 섬노예들을 보는거 같아 맘이 짠하다 ㅜ.ㅜ,슬픔
19815,아 너무하네... 도깨비좀 행복해지자 ..ㅠㅜㅜ,슬픔
19816,그동안 마음고생이 얼마나 심했을까....안타깝내.,슬픔
19817,런망맨 한명씩 탈출하는 각인가요??ㅠㅠㅠ,슬픔
19818,너무 가슴아프네요 ㅜㅜ,슬픔
19819,이런 인간들 하고 동시대를 호흡한다는 것이 서글프다,슬픔
19820,저런 상황에서 아이가 충격도 크고 경찰과 이 사회에 대한 불신으로 이어질까 안타깝습니다..ㅜㅜ,슬픔
19821,얼마나 두려움에 떨다 가셧을까 명복빕니다,슬픔
19822,나라가이모양인데 동생들아 미안하다,슬픔
19823,와교관이 꿈이었는데.. ㄷ,슬픔
19824,꿀알바 존재하긴하나ㅠ,슬픔
19825,프랑스 지금 개판이네 ㄷㄷ,슬픔
19826,홈쇼핑 신상옷 백 아기 명품 유모차.. 휴 등골이 휜다 휘어,슬픔
19827,안타깝도다. 저 개념터진 먹다말은 사과 밟을 절호의 시기였는데,슬픔
19828,일반 사람들도 사귀고 헤어지고 다들 그러는데 연예인이라고 뭐 다를까요....,슬픔
19829,>< 삼가고인의 명복을 빕니다ㅜㅜ ><,슬픔
19830,"저 해맑은 아이들을 박사모로 만든, 슬픈 한국근현대사....",슬픔
19831,끝나간다 생각하니 우울해,슬픔
19832,나혼자 아프고만다 왜 자식들에게 저런 더러운꼴을 보게 한단말이냐새누리당=>새우리당,슬픔
19833,요즘 사람들 군대에 많이 예민한데..ㅠㅠ,슬픔
19834,그냥 sk 왔어도 됬을텐데ㅜㅜ,슬픔
19835,시간 확인 안했다가 나중에 알람이 이미 울린후라는걸 알았을때는...ㅜㅜ,슬픔
19836,대학가기 너무 힘드네요 ㅠㅠ,슬픔
19837,노래는안되고 돈은없고.,슬픔
19838,눈물나서 끝까지 못보겠네요 ㅠㅠ,슬픔
19839,꼭 빨간날만 오더라 ㅠ,슬픔
19840,요즘 비행기 사건사고가 많네요... 고인의 명복을빕니다,슬픔
19841,이쯤되면 진짜 어느 종교를 믿던간에 그들은 이 나라를 버렸나보다,슬픔
19842,저 돈으로 삼성 스포츠에나 지원하지!!!,슬픔
19843,고인의 명복을빕니다.,슬픔
19844,나는 너무 어렵고 겁나는데. 남들은 다 잘하는것같은게 결혼이예요.ㅜㅜ,슬픔
19845,악역인데 미워할수가없어~,슬픔
19846,또뻘짓하네~~~~~~~~~~,슬픔
19847,국내에서 백날 만들어도 캐릭 인지도 없으면 끝,슬픔
19848,이제 폰가게 차려서 새로 장사하는 사장님들 폰 정상가격으로 팔면 딴데 보다 비싸다고 욕처먹고 싸게 팔면 파파라치 .단속 걸려서 병신 되고ㅋㅋ,슬픔
19849,요즘 공항이 훅들어오네ㅠㅠ,슬픔
19850,저러다 10년 지나면 나가도 갈데가없다,슬픔
19851,희생된 50명의 게이들에게 조의를 표합니다,슬픔
19852,보는우리가더미안할정도 너무햇어,슬픔
19853,나이도 많지 않은데 너무 빨리 내리막을 탔구만,슬픔
19854,지구는 지금 악성 종양을 때어내는 수술하고 있습니다.,슬픔
19855,대통령께 죄송한 마음 뿐입니다,슬픔
19856,그렇게 잘나가던 예능을 한 순간에 없애 버리네,슬픔
19857,안돼! 이시영 내껀데 ㅜㅜ,슬픔
19858,4지구 아시는 분 한복점 하시는데 맘이 넘 아푸네요 ㅠㅠ,슬픔
19859,벌써 끝날라그러니 아쉽다...,슬픔
19860,열심히 살면 밥은 굶지 않겠지만 개천의 용은 없다,슬픔
19861,쉬기나 하지 편의점 알바는 쉬지도 못한다,슬픔
19862,제 고향인데 넘 마음아프네요,슬픔
19863,그립습니다 김재규장군님 님의 의거 오늘도 가슴속에 간직하고 살아가렵니다.,슬픔
19864,어제 너무 슬펐어요 ㅜㅜ,슬픔
19865,와..눈물난다ㅜ,슬픔
19866,ㅠㅠ 진짜 호란씨 음악 너무 좋아했는데.. 음주운전 3범이라뇨..,슬픔
19867,아들군대 안보낼려고 목숨거는구나,슬픔
19868,추위와 생계를 동시에 걱정해야하는 안데스 주민들 안타깝네요...,슬픔
19869,미국 총기사망자보다 헬조선 자살자 수가 훨 많타는거 인구대비....,슬픔
19870,내 하루는 왜 이리 짧냐ㅠ,슬픔
19871,일주일 기다리기 힘들다...보고싶다,슬픔
19872,나도 엄마 목소리 듣고 싶다,슬픔
19873,다른것보다 아이폰의 작은화면으로 동영상 보는 아는 동생 보니까 눈물이 난다,슬픔
19874,흙수저는 미래가 없다,슬픔
19875,사람도 다치고 동물도 고통스럽고..,슬픔
19876,돈으로 바른 얼굴인데 참~~빈해 보이는 이유는 왤까?!!!,슬픔
19877,진짜 이나라 고위공직자라고 앉아있는 인간들은 하나같이 답이없네,슬픔
19878,걸구룹 역사상 가장 위대했던 걸그룹이 사라지는구나??젠장,슬픔
19879,신라넘들이 당황제에게 백제를 팔아 넘기지 안앗다면 열도는 우리땅이 됏을텐데.,슬픔
19880,역시 30대가 가장 많구나 ㅠㅠ,슬픔
19881,이렇게 기사에 나올때마다유족분들은 진짜 속뒤집어지겠다.,슬픔
19882,도깨비 살려주세요 ㅠㅠ,슬픔
19883, 물가오르고 그래서 잠이 안와 ㅠ,슬픔
19884,아...당신의 음악으로 치유받을수있던 지난시간들..,슬픔
19885," 아아, 우리나라 정말로 어디를 향하고 있나...",슬픔
19886, 미안하기만 하네요 ㅠㅠ,슬픔
19887,혼자먹는 술은 알콜중독에 지름길인데...ㅋ,슬픔
19888, 박보검 어디서 보나 ㅠㅠ,슬픔
19889,계속눈물이앞을가리네요..,슬픔
19890,고인의 명복을 빕니다...ㅜㅜ,슬픔
19891, 창문 열어 놓고 자다가 추워서 깼다. ㅠㅠ,슬픔
19892,박그네 때문에 국민들이 피눈물 흘린다..,슬픔
19893,후다닥 사건정리되서 그나마 이미지타격적네...,슬픔
19894, 지들 나라도 못지키고 나라 빼앗기고 그랬으면 부끄러운줄 알고 찌그러져 있을 것이지,슬픔
19895,착한부인과 아이들때문에 가려져보이는것같네요 ..,슬픔
19896,조선노동자들 앞에서 연설할때 펑펑 울음ㅠㅜㅠㅜ,슬픔
19897, 못난 내 자격지심인지...,슬픔
19898,"삼시세끼는 호준 오빠 얼굴을 클로즈업 잘 안해주던데, ㅠ",슬픔
19899,다문화하면 저런꼴 나는거야,슬픔
19900,치킨값 너무 비싸다.,슬픔
19901,아님말고 식의 이런 댓글이 핸펀 터진것보다 무서운거 ㅜㅠ,슬픔
19902,하..우리의 미래를보는기분이야..,슬픔
19903,폐지해라.,슬픔
19904,추위야 가지마~~,슬픔
19905,이재용이 적극적으로 하니 삼성은 이제 끝나는건가.,슬픔
19906,아틀레티코 공격과 수비 둘다 쩔었다 .....,슬픔
19907,꽃보다 할배는 안하나요ㅠㅠ..?,슬픔
19908, 카메라 보안용 스티커 부착하고!!,슬픔
19909, 염경엽과 너무 비교되지 않나????,슬픔
19910, 단군이래 최대의 국난입니다...,슬픔
19911, 안타깝다 진심으로...,슬픔
19912, 능력없어서 비슷한나이 여자들이 안만나줌.,슬픔
19913, 우주에 모든 기운을 모아도 힘들다고봄,슬픔
19914,당시 의사들이 저렇게 했을 것 같아서 맘 아팠음.,슬픔
19915,"삼성이 무너지면 밥줄 끊길 사람들 많습니다,,",슬픔
19916,저 차 산 사람들...심심한 위로를 표해요...,슬픔
19917, 얼마나 오랫동안 이어온 종묘사직이더냐.,슬픔
19918,눈 많이 온다ㅠㅠ,슬픔
19919,병에 걸린 본인은 오죽할까..ㅠㅠ,슬픔
19920,도깨비로 돌아왔어ㅠㅠ,슬픔
19921,다른기기에 적응하기싫어서 15년 넘게 삼성만 썼는데쓸수록 실망스럽네요ㅠ,슬픔
19922,지금애들이 있어서ㅠㅠ,슬픔
19923,돈없어서.....,슬픔
19924,노트7으로 완전 아작나 버렸네 ...,슬픔
19925,어쨌거나 아스널 개망은 어쩔거냐고;;;ㅠㅜ,슬픔
19926,삼가고인의 명복을 빕니다..,슬픔
19927,미세먼지 도 나쁨 인데...,슬픔
19928, 다취소했는데.. 수수료는어쩔거야..,슬픔
19929,얼른 비가그쳐 생존자를 한명이라도 더 구할수있었으면 좋겠네요ㅠ,슬픔
19930,일반국민들 세월호말만 들어도 가슴이 아픈데 유가족은 오직 그럴까요,슬픔
19931,오늘배달음식시켜먹고싶은데참았다..ㅜ,슬픔
19932, 아 세월이여,슬픔
19933,미국은 오래 걸리는걸...,슬픔
19934,하나둘 은퇴하는구나ㅠ,슬픔
19935, 안타깝네요.,슬픔
19936,처자식 한테 부끄럽지 않냐...,슬픔
19937,강주은씨땜에 봤던 프로인데...,슬픔
19938,인간 세상 살면서 어쩌면 잊혀진다는 기억이 가장 슬픈 것일거라는 생각이 들었네요.,슬픔
19939, 갑자기 생각나네ㅠ,슬픔
19940,그냥불쌍...ㅜㅜ못배운게죄는아니지요,슬픔
19941,일본이랑 같이 영입싸움이라도 했으면 조금이라도 기대할텐데 ㅋㅋㅋㅋㅋ,슬픔
19942,후대에 재난을 안겨줄 생각하니 미안하구나...,슬픔
19943,결말을 예상하였음에도 답답하고 슬프구나.,슬픔
19944, 나가자고 ㅠ 다 콧물 줄줄 감기인데 ㅠ,슬픔
19945,이 기회로 우리모두 반성할부분 있을듯.,슬픔
19946, 그러나 기사를 보면서 마음이 아픈건 왜일까요..,슬픔
19947,진짜 힘들겠다 이청용 선수도....,슬픔
19948, 혜경이 능력에 비해 너무 일찍 현모양처를 자처했다 배신당했음...,슬픔
19949,삼성 재고만 해도 100만대가 있었다...,슬픔
19950,연애 못할 수 밖에 없는 사람은 어쩌란거죠??,슬픔
19951,효진이 상 못받았네..참네..효진아 효진아!!!!,슬픔
19952,눈물난다....,슬픔
19953, 니가 감독이라면 잘도 니뽑겟다,슬픔
19954,온 가족과 함께 보던 예능였는데...아~~~,슬픔
19955,자기 집까지 데려오고 막지도 않았는데 문제 될게 있냐?,슬픔
19956, 정말 보보경심 제작사가 아이유보다 더 이해 안 가.,슬픔
19957, 거기에 집대출까지 끼면 고충이 크겠지.,슬픔
19958, 국적을 물어보는거 자체가 차별의 시작입니다.,슬픔
19959," 이렇게 축구,야구,골프의 신들을 데려가네요 ㅠㅠ",슬픔
19960,곱게 늙는 거 참 중요하다...,슬픔
19961,우리의 피같은 혈세와 하늘로간 세월호의 아들ㆍ,슬픔
19962,밤이 힘들겠지. .....,슬픔
19963, 이런 기사 슬퍼서 못보겠음ㅠㅠ,슬픔
19964,얼마후 사고소식듣고 충격이 얼마나 컸는지..,슬픔
19965,컨디션이 죄다 별로이고...,슬픔
19966, 시간이 갈수록...,슬픔
19967, 식민지배만 당한 부끄러운 역사.,슬픔
19968, 우리 안타까운 단원고 허생자들은 어찌할고....,슬픔
19969,흠.. 왠지 완전히 백업용 선수가 되버린 것 같아 이런 기사가 썩 기분 좋지만은 않네요..,슬픔
19970, 더 이상 호구 잡히지 말고.,슬픔
19971,헌재를 믿고 기다리고 있는것 뿐인데..,슬픔
19972,하양사는데 매해 여름 걱정임ㅜㅜ전기세로ㅜㅜ,슬픔
19973, 김영삼 김대중 노무현 거치면서 비정규직만 잔뜩 늘어나고..,슬픔
19974,정치 제대로 공부하고 해야겠다 ㅠㅠ,슬픔
19975,우리나라 어디서부터 어떻게 바꿔야 나가야하는거냐,슬픔
19976,울컥 하시던 아빠얼굴 잊지못하겠던데..,슬픔
19977,불쌍한 애들...서글프다.,슬픔
19978, 흘렀지만 여전히 전멤버의 빈자리가 크게 느껴진다.,슬픔
19979,음주네 빤한 거짓말 소중한 생명만 아깝다,슬픔
19980,삼가 고인의 명복을 빕니다..,슬픔
19981,다시 환생하든 다시 돌아오든 도깨비인 김신이랑은 이제 못만나는가네 ...너무 슬프다ㅜㅜㅠㅠㅠㅠㅠ,슬픔
19982, 유재석은 많이 받아서 정준하 줬어도 괜찮았을텐데...ㅠㅠ,슬픔
19983,배 타고가서 벵기타고 돌아오는 초 호화판 수학여행가다 사고가 났음 반성들은 안하는가?,슬픔
19984,괜히 눈물이 나려고 하네요,슬픔
19985,너무가슴아픈 커플ㅠㅠ,슬픔
19986,은탁이의 그러지마 에서 눈물한모금도깨비의 그것까지하였다..,슬픔
19987,당연히 탑재해야 되는거 아닌가,슬픔
19988,우리나라는 위에서먹는 물이 넘 많아서 가망없쪙,슬픔
19989, 한국보다 뛰어난거 인정한다,슬픔
19990,더킹영화보니 검찰 이더문제인것 같다,슬픔
19991,요즘 택배도 일자리 구하기 힘드네요.,슬픔
19992,그냥 과적으로 홀로 되집어젔다~~,슬픔
19993, 지성이형의 왕성한 활동량을 더이상 볼수없는건가,슬픔
19994, 세월호는 해명도 없고 인양도 없고... ㅠㅠ,슬픔
19995,재벌가에 시집갈랬는데 남아공서 개털리는 바람에 어쩔 수 없이...,슬픔
19996, 라고 해서 정말 묵직~~하게 자신이 한말을 지키며 살아가는 남자라고 생각했는데..,슬픔
19997,방금 최동원 선수 추모영상 보고왔습니다.,슬픔
19998,아? 지금까지내가 뉴스보면서 이렇게 우리나라 국민들이 가슴찡하게 느껴지는순간도있구나~,슬픔
19999, 동사자분들 너무 안타깝다.,슬픔
20000, 드라마보다 이해안가서 원작 읽고 다시 보니 절절하더만.,슬픔
20001, 가슴 아프네요,슬픔
20002,아까 탈모 얘기한거 이어 쓴다..,슬픔
20003, 결방할까봐 걱정했는데ㅠㅠㅠㅠㅠ,슬픔
20004,내가 좋아하던 여성들...이미 다 결혼함.,슬픔
20005,애잔하네요,슬픔
20006,역사적인 날이 이렇게 흘러가는구나...,슬픔
20007," 대본에 없는말 물어보면, 혼이 이상하다고 헛소리해대고, 미친듯이 웃을지도ㅠ",슬픔
20008,"참, 암담하다,...",슬픔
20009,국민들이 바보인걸까 순진한걸까..,슬픔
20010,삶이란 이토록 허무한 것이다,슬픔
20011,맘이 너무 아프네요...ㅠ,슬픔
20012,노대통령도 살아계셔서 함께 했으면 더욱 기뻤을텐데...,슬픔
20013, 앞으로 그리울거같고 회장님이 없는 빈자리는 너무나도 크게 느껴집니다...ㅜㅜ,슬픔
20014,집에문안닫고왔는데 제발퇴근좀시켜줬으면좋겠다ㅜㅜㅜ,슬픔
20015,나가면 다 돈이고 개고생이야....라하지만 여친만들어서 워터파크가고싶다...ㅠㅠㅠㅠ,슬픔
20016, 지금 나라가 계속 혼란스럽고 출산율도 세계 최저고 .,슬픔
20017,"국민들을 울고싶다,,",슬픔
20018,나중에 반려동물을 떠나보내게 된다면 어떻게 해야하는게 좋은가요..?,슬픔
20019, 그리고 대학졸업하고 사회생활하면서 이럴려고 공부했나 자괴감드는거지..,슬픔
